lemma,Polarity
criterio_selectivo,0.25
criticable,-1.0
criticar,-0.286
criticón,-0.5
croar,0.25
cromatográfico,-0.25
cromoestesia,-0.25
cronológicamente,0.25
cronógrafo,0.25
croquet,0.25
crucialidad,-0.25
crucificar,-0.312
crucifixión,-0.312
cruciforme,0.25
crudeza,-0.458
crudo,-0.396
crueldad,-0.525
crueldad_asesina,-0.5
crujiente,0.375
cruz_de_Lorena,-0.375
cruz_papal,-0.5
cruz_patriarcal,-0.5
cruz_pontificia,-0.5
cruzado,0.25
cruzar_el_rostro,-0.25
cruzarse,0.313
cruzarse_de_brazos,-0.5
crédulo,-0.5
crítica__insignificante,-0.375
crítica_constante,-0.25
crítica_maliciosa,-0.25
crítica_textual,-0.25
crónico,0.333
cuaderno_de_escritura,0.5
cuadrado,0.375
cuadriculado,0.375
cuadrilátero_de_boxeo,-0.25
cualidad_maternal,0.25
cualidad_paternal,0.25
cualificado,0.667
cualificar,0.375
cualitativo,0.375
cuarcita,-0.25
cuaresmal,0.375
cuark,0.25
cuartazos,-0.25
cuartearse,-0.25
cubierto,0.25
cubierto_completo,0.25
cubierto_de_trastos,0.25
cubil,-0.5
cuca,0.25
cucamonas,0.25
cucharada_sopera,-0.25
cuchichear,-0.25
cuchillo_de_monte,0.25
cuchufleta,0.25
cucufato,0.375
cucú,0.25
cuelgacapas,-0.25
cuenta_de_ahorro,0.25
cuenta_de_ahorros,0.25
cuenta_inactiva,0.25
cuerdo,0.375
cuerno_inglés,-0.375
cuerpo_de_ejército,0.25
cuidado,0.375
cuidados,0.25
cuidadoso,0.521
cuita,-0.312
culpa,-0.75
culpabilidad,-1.0
culpable,-0.312
cultista,0.25
cultivable,0.5
cultivado,0.375
culto,0.525
culturalmente,0.375
culturista,0.375
culí,-0.25
cum_laude,0.375
cumplido,0.3955
cumplidor,0.438
cumplir,0.266
cumplir_lo_prometido,0.625
cumulativo,0.375
cuneado,0.375
cuon,-0.375
cura,0.25
curabilidad,0.375
curable,0.5
curación,0.25
curar,0.35
curarse,0.25
curativa,0.625
curativo,0.6875
curco,-0.5
curculiónidos,0.25
curiosamente,-0.25
curioseo,-0.5
curiosidad,0.375
currar,-0.25
curruscar,-0.25
cursi,0.5
cursiva,0.25
curso_de_extensión,0.375
cursor,0.25
curvado,0.25
curvilíneo,0.458
custodiar,-0.25
custodio,0.25
cutrería,-0.375
cuñado,0.25
cuón,-0.375
cyberpunk,-0.375
cyon,-0.375
cálido,0.411
cámara_de_tortura,-0.25
cámara_polaroid,0.25
cándido,0.35
cápsula_espacial,0.25
cártel,0.25
céfiro,-0.25
célebre,1.0
célibe,0.625
célula_adiposa,-0.25
célula_de_Golgi,-0.25
célula_de_Weston,0.25
célula_de_cadmio,0.25
cíclopes,0.25
cínico,-0.17700000000000002
cívico,0.313
código_secreto,0.25
código_ético,0.375
cólico,-0.25
cómic,0.25
cómico,0.3125
cómodo,0.469
cóncavamente,0.375
cónclave,0.25
córner,0.375
dacrón,0.375
dadaísmo,0.25
dadivoso,0.5
daltoniano,0.25
daltónico,0.25
dama_de_noche,0.25
danza_ceremonial,0.375
danza_de_la_lluvia,0.25
danza_de_la_muerte,-0.375
danza_del_sol,0.25
danza_interpretativa,0.25
danza_ritual,0.375
dar_a,0.25
dar_aliento,1.0
dar_alivio,-0.25
dar_alojamiento,0.313
dar_asco,-0.5
dar_bastonazos,-0.25
dar_confianza,0.5
dar_cuerpo,0.375
dar_cuidados,0.375
dar_de_desayunar,0.25
dar_de_mamar,0.375
dar_derecho_a,0.375
dar_el_chivatazo,0.375
dar_el_desayuno,0.25
dar_el_hacha,0.25
dar_el_sustento,0.375
dar_el_éxito,0.5
dar_en_el_blanco,0.25
dar_frutos,0.375
dar_garrotazos,-0.25
dar_la_palabra,0.375
dar_la_tabarra,-0.25
dar_largas_caminatas,0.25
dar_llaves,0.25
dar_náuseas,-0.25
dar_oropel,-0.25
dar_permiso,0.75
dar_pistas,0.375
dar_punzadas,-0.375
dar_tajos,0.375
dar_trato_de_favor,0.25
dar_un_chasco,-0.625
dar_un_escarmiento,-0.375
dar_un_golpecito,-0.375
dar_un_manotazo,0.25
dar_un_portazo,-0.625
dar_un_puñetazo,-0.312
dar_un_rodeo,-0.437
dar_una_paliza,-0.312
dar_una_patada,-0.25
dar_una_permanencia,0.25
dar_una_pista,0.375
dar_una_visa,0.25
dar_ventaja,0.75
dar_vueltas_a,-0.25
dar_zarpazos,-0.375
dar_ánimos,0.75
dar_órdenes,-0.25
darse_cita,0.375
darse_cuenta,0.25
datable,0.25
dañar,-0.4
dañino,-0.437
daños_colaterales,-0.375
dañoso,-0.531
de_Sísifo,-0.25
de_acuerdo,0.375
de_agua_dulce,-0.375
de_barrido,0.25
de_carga,0.25
de_confianza,0.625
de_cualquier_manera,-0.375
de_facto,0.25
de_forma_andrajosa,-0.375
de_forma_asesina,-0.375
de_forma_cortante,-0.375
de_forma_espesa,0.375
de_forma_genérica,-0.25
de_forma_impersonal,-1.0
de_forma_inclinada,-0.25
de_forma_indecorosa,-0.5
de_forma_penetrante,-0.25
de_la_estación,0.5
de_la_nada,-0.25
de_mala_gana,-0.25
de_manera_andrajosa,-0.375
de_moneras,-0.25
de_paso,0.25
de_poca_fiabilidad,-0.25
de_primos,0.25
de_reojo,-0.5
de_término,0.375
debacle,-0.312
deber_noble,0.25
debido,0.313
debilidad_mental,-0.75
debilitado,-0.304
decadente,0.25
decaer,-0.25
decantación,0.25
decaído,-0.375
decencia,0.542
decente,0.571
decepcionante,-0.375
decepción,-0.25
deceso,-0.25
dechado,0.25
decible,0.625
decidido,0.411
decimal,0.25
decir_entre_dientes,-0.25
decir_verbalmente,-0.25
decisivamente,0.313
decisivo,0.25
declaración_discreta,0.25
declaración_incorrecta,-0.25
declaración_rectificatoria,0.25
declaración_verdadera,0.375
declarado,0.417
declarar_culpable,-0.875
declarar_demente,-0.375
declarar_fuera_de_combate,-0.375
decoloración,-0.5
decorado,0.625
decorativo,0.25
decoro,0.625
decoroso,0.708
decrescendo,0.25
decretado,0.25
decrépito,-0.312
dedil,-0.375
deducible,0.625
deducirse,0.25
defecto,-0.667
defecto_visual,-0.25
defector,-0.25
defectuoso,-0.431
defender,-0.25
defensa_comercial,-0.25
defensividad,-0.375
defensor,0.25
deferencia,0.25
deferente,0.625
defervescente,-0.25
deficiencia,-0.575
deficiencia_auditiva,-0.25
deficiencia_visual,-0.25
deficiente,-0.25
definible,0.5
definido,0.438
definitivo,0.333
deforestación,0.25
deforme,-0.25
deformidad,-0.333
defraudado,-0.5
degenerado,0.375
degenerarse,-0.292
degollador,-0.25
degradante,-0.375
degradar,-0.375
degradarse,-0.75
deidad_hindú,0.25
dejado,-0.25
dejar_claro,0.25
dejar_inconsciente,-0.375
dejar_pasmado,0.375
dejar_sin_sentido,-0.375
dejar_suelto,-0.25
dejarse_ir,-0.375
dejarse_llevar,-0.375
del_dictioptero,-0.25
del_hipotálamo,0.25
del_mecóptero,-0.25
delación,-0.375
delantera,0.313
delatar,-0.375
delectable,0.5
delectación,0.375
deleitación,0.375
deleitar,0.281
deleitarse,0.475
deleite,0.375
deleitoso,0.875
deletereo,-0.5
delgadamente,-0.25
deliberado,0.458
deliberativo,0.375
delicioso,0.458
delicuescente,0.25
delimitado,0.25
delincuencia_juvenil,-0.375
delincuente,-0.312
delincuente_habitual,-0.25
delineado,0.375
delinear,0.375
deliquio,-0.375
delirantemente,-0.375
delito,-0.687
delito_informático,-0.25
deltoide,0.375
demagogo,0.375
demandante_en_casación,-0.5
demandar,-0.3
demasiado,0.375
demente,-0.406
democrático,0.375
demoledor,-0.406
demolidor,-0.375
demoniaco,-0.375
demonio,-0.25
demonio_necrófano,-0.25
demonización,-0.375
demoníaco,-0.437
demostrable,0.313
demostrativo,0.625
demulcente,0.25
demérito,-0.25
demótico,0.25
dendrita,-0.25
dendroctonus,-0.25
denigración,-0.292
denigrador,-1.0
denigratorio,-1.0
denominacionalmente,0.375
denominador_común,0.25
densidad_relativa,0.25
densificar,0.375
dentudo,0.25
dentón,0.25
denunciable,-0.75
denunciador,-0.25
denunciante,-0.25
denunciatorio,-0.25
departamento_de_química,-0.25
departamento_de_servicios,0.25
dependiente,0.375
depilado,0.25
deplorar,-0.406
deportivo,-0.25
depravado,0.0
depravar,0.25
depre,-0.625
deprecación,-0.5
deprecar,-0.25
depreciar,-0.437
depresivo,0.0
depresión_distímica,-0.25
depresión_nerviosa,-0.875
deprimente,-1.0
deprimido,-0.5
deprimir,-0.687
depósito_de_cadáveres,-0.375
derecho_a_la_libertad,0.375
derecho_a_la_vida,0.25
derecho_al_voto,0.25
derecho_de_alimentos,0.375
derecho_del_mar,-0.25
derecho_marítimo,-0.25
derecho_penal,-0.5
derechos,0.25
derechos_civiles,0.25
derechos_de_propiedad,0.25
derechoso,0.25
derivacional,0.25
derivado,0.375
derivativo,0.375
deriverse,0.25
dermatitis_atópica,-0.25
dermatofitosis,-0.25
dermatomiositis,-0.25
derogar,-0.375
derrisión,-0.375
derrochador,-0.25
derroche_de_dinero,-0.375
derroche_de_energía,-0.25
derrotado,-0.375
derrotamiento,-0.25
derruir,-0.25
derruirse,-0.25
derrumbar,-0.25
derrumbarse,-0.333
desaborido,-0.25
desabotonado,-0.25
desabrido,-0.5
desabrigo,-0.312
desabrimiento,-0.25
desacato,-0.375
desaclopar,0.25
desaconsejable,-0.375
desaconsejado,-0.562
desacorde,-0.25
desacostumbrado,-0.375
desacreditado,-0.375
desacreditador,-1.0
desacreditar,-0.406
desafectado,0.5
desafecto,-0.25
desafiante,-0.25
desafiar,-0.321
desaforado,-0.25
desafortunadamente,-0.75
desafío,-0.275
desagradable,-0.2
desagradablemente,-0.375
desagradar,-0.625
desagradecido,-0.625
desagradecimiento,-1.0
desagrado,-0.667
desagraviar,0.375
desagrupado,-0.375
desahogado,0.375
desahucio,-0.25
desalentador,-0.333
desalentar,-0.589
desaliento,-0.325
desaliñado,-0.25
desaliño,-0.458
desalmado,-0.25
desambiguación_léxica,-0.375
desambiguedad,0.5
desamparado,-0.25
desamparar,-1.0
desamparo,-0.275
desangrarse,-0.25
desanimadamente,-0.5
desanimar,-0.687
desapacible,-0.5
desaparecer,-0.281
desaprensión,-0.5
desaprobación,-0.375
desaprobar,-0.292
desaprovechado,-0.375
desaprovechamiento,-1.0
desarmonía,-0.875
desarreglado,-0.25
desarrollado,0.438
desarticular,0.25
desaseado,-0.375
desaseo,-0.375
desasimiento,-0.625
desasistido,-0.625
desasistir,-1.0
desasosegadamente,-0.5
desasosegado,-0.562
desasosiego,-0.344
desastrado,-0.375
desastre,-0.3
desastroso,-0.375
desatención,-0.5
desatento,-0.292
desatinado,-0.25
desatrancado,0.25
desautorizar,-0.625
desazonado,-0.312
desazón,-0.25
desbalance,0.25
desbarajuste,-0.375
desbastado,0.375
desbocado,-0.25
desbordado,0.25
desbridamiento,-0.25
descabellado,-0.25
descalificado,-0.625
descalificar,-0.25
descalzo,-0.25
descambio,0.25
descamisado,-0.292
descansadamente,-0.25
descansado,0.5
descaramiento,-0.625
descararse,-0.25
descargarse,0.25
descariñado,-0.5
descaro,-0.25
descartado,0.25
descendente,-0.25
descentralizador,0.375
descerebrar,-0.25
descerrajar,-0.25
desclasificar,0.375
descoco,-0.25
descodificar,0.25
descolado,-0.25
descollar,0.375
descolonizar,0.25
descoloración,-0.437
descolorarse,-0.25
descolorido,-0.5
descomponer,-0.333
descompostura,-0.25
descomprimir,0.25
descompuesto,-0.437
descomunal,0.25
desconcertado,-0.275
desconectar,0.271
desconfiadamente,0.5
desconfiar,-0.25
descongelar,0.25
desconocer,-1.0
desconocido,-0.328
desconocimiento,-0.417
desconsideración,-0.417
desconsoladamente,-0.25
desconsolado,-0.875
desconsuelo,-0.75
descontaminar,-0.375
descontento,-0.312
descontrol,0.25
descontrolar,-0.25
descoordinado,-0.375
descorazonar,-1.0
descorchar,0.25
descordar,-0.25
descortesía,-0.521
descortés,-0.525
descortésmente,-0.375
describible,0.625
descriptible,0.625
descruzado,-0.25
descubrible,0.5
descuello,0.25
descuidadamente,-0.375
descuidarse,0.25
descuido,-0.281
desdeñable,-0.5
desdeñar,-1.0
desdeñoso,-0.475
desdicha,-0.547
desdichado,-0.35
desdén,-0.363
deseabilidad,0.375
deseable,0.75
desecado,0.25
desechado,0.25
desecho,-0.5
desegregación,0.5
desempañar,0.375
desencaminado,0.375
desencantado,0.375
desencantar,0.5
desencorvar,0.438
desenganchado,0.625
desengancharse,0.25
desenmadejar,-0.625
desenmarañado,-0.5
desenredado,-0.25
desenterrado,0.625
desenvolverse,0.25
desenvueltamente,-0.25
deseo_de_muerte,-0.5
deseo_sexual_inhibido,-0.25
desequilibrio,-0.812
desequilibrio_emocional,-0.5
desequilibrio_mental,-0.25
desequilibrio_psicosomático,-0.375
desertar,-0.312
desertificación,-0.375
desescalada,-0.25
desesclarecedor,-0.75
desesperadamente,-0.5
desesperado,-0.625
desesperanzado,-0.5
desesperanzar,-1.0
desespero,0.25
desestabilizar,-0.375
desestima,0.375
desfachatez,-0.292
desfallecer,-0.25
desfallecimiento,-0.5
desfavorable,-0.594
desfavorecer,-0.5
desfavorecido,0.375
desfigurar,-0.325
desforestación,0.25
desgajar,-0.25
desgana,-0.375
desgarrado,-0.375
desgarrador,-0.333
desgarrar,-0.375
desgastarse,-0.25
desglosar,0.25
desgobierno,-0.437
desgracia,-0.409
desgraciadamente,-0.5
desgraciados,-1.0
desgrapar,-0.25
desgravable,0.5
desgreñado,-0.25
deshabituado,-0.375
deshacerse_de,0.25
deshaucio,-0.25
deshechos,-0.375
deshelar,0.375
desheredar,0.25
deshielado,0.25
deshonestamente,-0.5
deshonesto,-0.5
deshonor,-0.875
deshonra,-0.719
deshonrado,-0.75
deshonrar,-0.708
deshonrarse,-0.75
deshonrosamente,-0.75
deshonroso,-0.3
deshumanización,0.375
deshumano,0.375
desiderátum,-0.25
desierto,-0.417
desigual,-0.273
desigualdad,-0.292
desigualmente,-0.625
desinclinado,-0.5
desindustrializado,-0.375
desinfectante,0.375
desinflación,0.5
desinformación,-0.375
desintegrador,0.375
desintegrar,-0.375
desligado,0.375
deslizante,0.313
deslucimiento,-0.562
deslustrar,-0.25
desmadejamiento,-0.375
desmayarse,-0.375
desmayo,-0.375
desmaña,-0.333
desmaño,-0.25
desmedido,0.25
desmejora,-0.25
desmejorar,-0.5
desmelenado,-0.25
desmemoriado,-0.25
desmentir,-0.25
desmerecimiento,-0.25
desmesura,-0.5
desmitificar,0.375
desmontable,0.5
desmoralizador,-0.312
desmoralizar,-0.375
desmotivado,-0.25
desmovilización,0.25
desnaturalizar,0.25
desnutrido,-0.375
desobedecer,-0.625
desobediente,-0.292
desobligar,-0.375
desobstruido,0.375
desodorante,-0.25
desolación,-0.417
desoladamente,-0.25
desolado,-0.562
desorden_gastrointestinal,-0.25
desorden_inmunológico,-0.375
desordenado,-0.39849999999999997
desordenar,-0.437
desorganización,-0.375
desorganizado,-0.458
desorientación,-0.312
desorientamiento,-0.5
despabilado,0.375
despavilado,0.5
despavorido,-0.25
despecho,-0.375
despectivo,-0.3625
despedido,-0.375
despegado,0.25
despeinado,-0.25
despeinar,-0.25
despejado,0.5
despellejarse,-0.25
despenalización,0.25
despenalizar,0.292
desperdiciado,-0.375
desperdiciar,-0.375
desperdicio_de_energía,-0.25
desperdicio_de_material,-0.25
despeño,0.25
despierto,0.375
despilfarrador,-0.281
desplazado,0.25
despoblación_forestal,0.25
despojaron,-0.25
despojarse,-0.25
despojo,-0.25
despolarizar,-0.375
desposar,0.313
desposorios,0.375
despreciable,-0.406
despreciado,-0.75
despreciar,-0.396
despreciativo,-0.437
desprecio,-0.406
desprender,0.281
desprendido,0.375
desprestigiador,-1.0
desprestigiar,-0.437
desprestigio,-0.406
desprevenido,-0.417
desproporcionado,-0.667
desproporción,-0.25
desprotección,-0.5
desprotegido,-0.25
desproveído,-0.5
desquitarse,-0.375
destacable,1.0
destacado,0.389
destacarse,0.375
destapar,-0.25
destechado,-0.375
destetado,0.375
destinado,0.25
destituible,0.375
destreza,0.525
destreza_manual,0.25
destrozar,-0.452
destrozarse,-0.437
destrozo,-0.292
destructibilidad,-0.5
destructivamente,-0.25
destructividad,-0.75
destructivo,-0.583
destructor,-0.687
destruir,-0.26
destruirse,-0.625
destruído,-0.25
desunión,-0.292
desvaloración,0.25
desvalorizar,-0.25
desvancerse,-0.75
desvelado,0.333
desventajoso,-0.875
desventura,-0.417
desventurado,-0.25
desvergüenza,-0.25
desviar_la_mirada,-0.375
desvincular,0.25
desvitalización,0.375
desvitalizar,-0.25
desánimo,-0.312
desértico,-0.562
detallado,0.563
detallar,0.25
detalles,0.25
detectable,0.438
detectado,0.25
detención_ilegal,-0.375
detenido,0.4375
detergente_para_lavadoras,0.25
detergente_para_lavavajillas,0.25
deteriorable,-0.875
deteriorado,-0.375
deteriorarse,-0.25
deterioro,-0.287
determinable,0.5
determinación_incansable,0.25
determinado,0.375
determinante,0.375
determinismo,0.375
detestación,-0.625
detestado,-0.75
detestar,-0.667
detrimento,-0.625
detrito,-0.312
detritus,-0.375
deus_ex_machina,-0.25
deuteranopía,0.25
devastación,-0.446
devastador,-0.45
devastar,-0.437
devoto,0.5
dextrocardia,-0.375
dhoti,-0.25
diablillo,-0.25
diablo,-0.271
diabático,0.375
diabético,-0.3125
diacrítico,0.25
diacrónico,0.375
diagnosticable,0.5
diagnóstico_médico,-0.25
diagonalizable,0.375
dialéctico,0.25
diapiro,0.25
diario,0.313
diarrea,-0.25
dibujo_técnico,0.25
diccionario_electrónico,0.25
dicha,0.75
dicho,0.25
dicranales,-0.25
dicynodontia,0.375
dicótomo,0.25
didanosina,-0.375
didáctico,0.25
diestro,0.625
dieta_equilibrada,0.375
dietista,0.25
difamación,-0.375
difamador,-1.0
difamatorio,-1.0
diferenciable,0.25
diferenciado,0.375
dificultad,-0.5
dificultoso,-0.5
diflunisal,0.25
difracción,-0.25
difteria,-0.375
difusor,0.25
difícil,-0.667
digestibilidad,0.5
digestible,0.5
digitaria_ischaemum,-0.25
dignarse,0.375
digno,0.667
dilapidación,-0.375
dilatado,0.25
diligente,0.438
diltiazem,-0.25
diluído,-0.25
diminuendo,0.25
diminuir,0.375
dinamitar,-0.25
dinero_de_San_Pedro,0.25
dinero_sucio,0.25
dingo,-0.25
dinámico,0.286
dios_del_Mar,0.25
diploma,0.25
diplomado_en_enfermería,0.25
diplomatura,0.25
diplomático,0.458
dipsnea,-0.25
dipsomanía,-0.25
dipsosaurus,-0.25
diptongo,0.25
diputado,-0.312
directo,0.26
dirigente,0.25
dirk,0.25
discapacitar,-0.25
discernible,0.5
discernidor,0.375
disciplinado,0.438
disciplinal,0.5
disco_duro,-0.375
disco_duro_extraíble,-0.375
disconforme,-0.25
disconformidad,-0.875
discontinuidad,-0.875
discordancia,-0.312
discordia,-0.542
discrecional,0.25
discriminador,0.375
discriminatorio,0.313
disculpable,0.375
discutible,0.275
discutirse,-0.375
disensión,-0.344
disentería,-0.25
disentimiento,-0.437
diserto,0.5
disfagia,-0.375
disfemismo,-0.25
disfonía,-0.375
disforia,-0.75
disfrutar,0.536
disfrute,0.25
disfuerzo,-0.25
disgustado,-0.437
disgustar,-0.5
disgustoso,-0.75
disimulación,-0.5
disimulado,0.25
disimulador,-1.0
disiparse,-0.333
disjunto,0.25
dislocación,-0.25
disléxico,-0.25
dismenorrea,-0.625
disminuido,-0.312
disnea,-0.25
disociar,0.625
disoluble,0.375
disolutamente,-0.25
disonancia,-0.5
disosmia,-0.312
dispar,0.25
disparar_un_cañon,-0.25
disparates,-0.437
disparejo,-0.5
dispendio,-0.375
dispendioso,-0.375
dispepsia,-0.25
dispersor,0.25
displasia,-0.25
dispnea,-0.25
disponerse,0.25
disponible,0.292
dispositivo_acústico,0.375
dispuesto,0.563
disputa,-0.375
disputable,0.5
disputador,0.375
disputar,-0.417
dispéptico,-0.75
distanciado,0.25
distendido,-0.25
distimia,-0.25
distinguible,0.5
distinguido,0.55
distintividad,0.25
distorsionado,-0.25
distribución_binomial,0.25
distribuidor,0.25
distrito_policial,-0.25
disturbar,-0.687
disturbio,-0.3
disturbio_racial,-0.25
disuadir,-0.25
disuasión,-0.292
disuria,-0.5
disyuntivo,0.375
disyunto,0.25
divergente,0.313
diversión,0.292
diverticulitis,-0.25
divertido,0.653
divertidísimo,0.625
divertir,0.281
divertirse,0.542
dividir_en_tres,-0.375
divinidad_hindú,0.25
divino,0.438
divisivo,-0.625
división_de_honor,0.375
divisorio,0.25
divorciado,0.375
divorcio,0.25
divulgado,0.375
divulgativo,0.375
diálisis,0.375
dióxido_de_nitrógeno,-0.25
doble_negación,0.25
docto,0.563
doctor_en_educación,0.25
doctor_en_investigación,0.25
doctorado_honoris_causa,0.25
doctrina,0.313
doctrina_religiosa,0.25
doctrina_teológica,0.25
doctrinario,0.25
documentación,0.25
documentado,0.375
documentar,0.25
dogfight,-0.375
dolce_far_niente,-0.375
dolencia,-0.375
doler,-0.525
dolido,-0.625
doliente,-0.375
dolo,-0.375
dolor,-0.488
dolor_agudo,-0.5
dolor_de_cabeza,-0.312
dolor_de_pecho,-0.375
dolor_torácico,-0.375
dolores_del_parto,-0.375
dolorido,-0.719
dolorosamente,-0.375
doloroso,-0.625
domador,-0.25
domesticable,0.625
domesticación,0.25
domesticado,0.333
domesticar,0.375
domiciliar,0.25
dominio_absoluto,0.25
doméstico,0.292
doo_wop,0.25
doparse,0.25
dorado,0.5
dormán,-0.25
dosis_letal,-0.375
dotado,0.875
dotar,0.25
doula,0.375
doxología,0.25
draconiano,-0.375
dracunculiasis,-0.375
dracunculoideos,0.25
drama_musical,0.25
dramático,0.275
dramón,-0.625
drenaje,0.25
driblar,-0.25
drive-in,0.25
droga_de_diseño,-0.375
droga_dura,0.25
drogadicto,-0.375
drogado,0.25
drogodependiente,-0.375
dubitativo,-0.25
dueño_de_la_casa,0.25
dulce,0.518
dulzaino,0.375
dulzarrón,0.375
dulzón,0.438
duodecimal,0.25
duplicidad,-0.292
duque,0.25
dura_crítica,-0.5
durabilidad,-0.375
duración_del_servicio,0.25
dureza,-0.287
débil,-0.298
délfico,-0.25
día_de_San_Valentín,0.375
día_de_los_enamorados,0.375
día_solar,0.25
día_y_noche,-0.25
dócil,0.396
dúctil,0.5
dúmper,0.25
ebonita,-0.25
ebrio,0.094
eccema_atópico,-0.25
echar_a_perder,-0.25
echar_abajo,-0.25
echar_una_reprimenda,-0.75
echarse_el_pollo,0.25
eclecticismo,0.25
ecléctico,0.375
eco_del_eco,0.25
ecoico,0.25
ecologista,-0.25
ecológicamente,0.25
económico,0.339
ecosistema,0.25
ecrina,0.375
ectopia,-0.375
ectrodactilia,-0.25
ecuanimidad,0.375
ecuménico,0.375
edema,-0.375
edentados,-0.25
edificante,0.625
editar,0.292
educable,0.625
educación,0.25
educación_especial,0.25
educación_superior,0.25
educado,0.609
educativo,0.563
edulcorar,0.25
edén,0.375
efectismo,-0.25
efectividad,0.563
eferente,0.25
eficacia,0.375
eficaz,0.583
eficiencia,0.625
eficiente,0.375
eje_de_mando,0.25
eje_motor,0.25
ejecutivo,0.25
ejemplar,0.458
ejercitado,0.375
el_abominable_hombre_de_las_nieves,0.25
el_más_allá,-0.375
el_más_malo,-0.375
el_peor,-0.375
el_único,0.375
elaborado,0.313
elación,0.25
elasticidad,0.313
electivo,0.25
electrificación,0.25
electrizante,0.25
electrocutar,-0.25
electrocutarse,-0.375
electrodoméstico,0.25
electroforesis,0.25
elefantiasis_neuromatosa,-0.25
elegancia,0.333
elegante,0.438
elegiaco,-0.5
elegible,0.75
elegido,0.375
elegía,-0.625
elegíaco,-0.312
elemento_no_metálico,-0.25
elevado,0.375
eligibilidad,0.25
eliminable,0.25
elisio,-0.25
elisión,0.375
elite,0.25
elitismo,0.25
elitista,0.375
elocuente,0.5
elogiador,0.375
elogiar,0.438
elogio,0.417
elucidar,0.25
elucidativo,0.375
elucubración,-0.312
elástico,0.6
eléboro_fétido,-0.375
elíseo,0.0625
elísio,-0.25
emancipado,0.375
emancipador,0.5
emancipar,0.25
emasculado,0.375
embabucar,-0.625
embalsamar,-0.375
embarazoso,-0.5
embargo_de_nómina,-0.25
embarullar,-0.333
embastecido,-0.5
embaucamiento,-0.375
embaucar,-0.594
embaír,-0.625
embebecimiento,0.5
embelesado,0.563
embelesamiento,0.25
embelesar,-0.375
embeleso,0.375
embelezar,-0.375
embellecer_lo_perfecto,0.25
embergadura,0.5
emboscada,-0.625
emboscar,-0.25
embotado,-0.25
embravecido,-0.5
embriagado,0.375
embriagador,0.5
embriagar,0.5
embrocación,-0.375
embrollar,-0.312
embrujado,0.25
embullo,-0.375
embuste,-0.275
embustero,-0.271
embólico,-0.25
eminente,0.417
emir,0.25
emisión_termal,0.25
emitir_un_chillido,-0.25
emocionado,0.458
emocional,0.333
emocionalmente,0.375
emocionante,0.5
emoliente,0.25
emotividad,0.25
emotivo,0.313
empacado,0.375
empacho,-0.25
empalagar,0.25
empalidecer,-0.5
empantanar,0.25
empaquetado,0.375
emparentado,0.313
empatado,0.25
empatizar,0.25
empatía,0.375
empenachado,0.25
empeorado,-0.25
empeoramiento,-0.3125
empeorar,-0.281
empeorarse,-0.5
empequeñecido,0.25
emperejilar,0.25
emperifollar_vulgarmente,-0.375
empetrum,-0.312
empeñado,0.25
empiricismo,0.25
emplumado,0.5
empollado,0.25
empresa_de_contabilidad,0.25
empresa_de_subastas,0.25
empresa_peligrosa,-0.375
empático,0.5
empírico,0.25
emulgente,0.25
en_compañía,0.25
en_consecuencia,0.375
en_cualquier_instante,-0.25
en_cualquier_momento,-0.25
en_círculos,-0.25
en_demasía,-0.5
en_el_acto,-0.25
en_el_clavo,0.375
en_flecha,0.25
en_forma,0.875
en_general,-0.25
en_la_diana,0.25
en_la_inconsciencia,-0.5
en_la_onda,0.25
en_la_práctica,0.25
en_modo_profano,-0.5
en_poco_tiempo,-0.25
en_realidad,0.25
en_respuesta,0.375
en_rojo,0.25
en_situación_crítica,-0.625
en_solitario,-0.375
en_términos_acústicos,0.375
en_términos_biológicos,0.25
en_términos_culturales,0.375
en_términos_geométricos,0.25
en_términos_gráficos,0.25
en_términos_morales,0.5
en_términos_musicológicos,0.375
en_términos_patológicos,0.25
en_términos_sexuales,0.25
en_términos_sociobiológicos,0.25
en_términos_sociolingüísticos,0.25
en_un_aprieto,-0.625
en_un_instante,-0.25
en_uso,0.25
en_vez_de,-0.375
enaguas,-0.375
enajenación_mental,-0.25
enaltecer,0.344
enamorado,0.25
enanez,0.25
enanismo,-0.25
enano,0.25
enardecedor,0.563
encabezado,-0.375
encabritarse,-0.375
encadenado,0.5
encaje_de_aplicación,0.25
encame,-0.5
encamisar,-0.25
encamisarse,-0.25
encandilamiento,0.313
encandilar,-0.625
encanecer,-0.25
encantado,0.417
encantador,0.22899999999999998
encantarse,0.375
encanto,0.35
encarecimiento,0.313
encargado_de_comedor,0.375
encargado_de_restaurante,0.375
encargarse_de,-0.625
encarnado,0.25
encasquillar,0.25
encefalitis,-0.375
encefalitis_letárgica,-0.25
encefalopatía,-0.375
encender(se),-0.25
encerado,0.25
encerrado,0.281
enchaquetar,-0.25
enchaquetarse,-0.25
enciclopedia,0.25
enciclopedista,0.25
enciclopédico,0.625
encogido,0.25
encojinado,0.375
encolerizar,-0.437
encolerizarse,-0.625
encomendar,0.25
encomiable,1.0
encomiasta,0.375
encomio,0.375
encono,-0.375
encontrado,-0.25
encontronazo,-0.45
encontrón,-0.75
encopresis_infantil,-0.25
encortinado,0.25
encortinar,0.25
encostrarse,-0.25
encriptado,0.375
encuadernar,0.25
encuentro_multitudinario,0.25
encuentro_violento,-0.75
encumbramiento,0.25
